code,name,account_type,currency,opening_balance
2852,"Anståndsbelopp för moms, arbetsgivaravgifter och personalskatt",liability,SEK,0
2860,Kortfristiga skulder till koncernföretag,liability,SEK,0
2861,Kortfristiga skulder till moderföretag,liability,SEK,0
2862,Kortfristiga skulder till dotterföretag,liability,SEK,0
2863,Kortfristiga skulder till andra koncernföretag,liability,SEK,0
2870,"Kortfristiga skulder till intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i",liability,SEK,0
2871,Kortfristiga skulder till intresseföretag,liability,SEK,0
2872,Kortfristiga skulder till gemensamt styrda företag,liability,SEK,0
2873,Kortfristiga skulder till övriga företag som det finns ett ägarintresse i,liability,SEK,0
2880,Skuld erhållna bidrag,liability,SEK,0
2890,Övriga kortfristiga skulder,liability,SEK,0
2891,Skulder under indrivning,liability,SEK,0
2892,Inre reparationsfond/underhållsfond,liability,SEK,0
2893,"Skulder till närstående personer, kortfristig del",liability,SEK,0
2895,Derivat (kortfristiga skulder),liability,SEK,0
2897,"Mottagna depositioner, kortfristiga",liability,SEK,0
2898,Outtagen vinstutdelning,liability,SEK,0
2899,Övriga kortfristiga skulder,liability,SEK,0
2910,Upplupna löner,liability,SEK,0
2911,Löneskulder,liability,SEK,0
2912,Ackordsöverskott,liability,SEK,0
2919,Övriga upplupna löner,liability,SEK,0
2920,Upplupna semesterlöner,liability,SEK,0
2930,Upplupna pensionskostnader,liability,SEK,0
2931,Upplupna pensionsutbetalningar,liability,SEK,0
2940,Upplupna lagstadgade sociala och andra avgifter,liability,SEK,0
2941,Beräknade upplupna lagstadgade sociala avgifter,liability,SEK,0
2942,Beräknad upplupen särskild löneskatt,liability,SEK,0
2943,"Beräknad upplupen särskild löneskatt på pensionskostnader, deklarationspost",liability,SEK,0
2944,Beräknad upplupen avkastningsskatt på pensionskostnader,liability,SEK,0
2950,Upplupna avtalade sociala avgifter,liability,SEK,0
2951,Upplupna avtalade arbetsmarknadsförsäkringar,liability,SEK,0
2959,"Upplupna avtalade pensionsförsäkringsavgifter, deklarationspost",liability,SEK,0
2960,Upplupna räntekostnader,liability,SEK,0
2970,Förutbetalda intäkter,liability,SEK,0
2971,Förutbetalda hyresintäkter,liability,SEK,0
2972,Förutbetalda medlemsavgifter,liability,SEK,0
2979,Övriga förutbetalda intäkter,liability,SEK,0
2980,Upplupna avtalskostnader,liability,SEK,0
2990,Övriga upplupna kostnader och förutbetalda intäkter,liability,SEK,0
2991,Beräknat arvode för bokslut,liability,SEK,0
2992,Beräknat arvode för revision,liability,SEK,0
2993,Ospecificerad skuld till leverantörer,liability,SEK,0
2995,Ej ankomna leverantörsfakturor,liability,SEK,0
2998,Övriga upplupna kostnader och förutbetalda intäkter,liability,SEK,0
2999,OBS-konto,liability,SEK,0
3000,Försäljning inom Sverige,revenue,SEK,0
3001,"Försäljning inom Sverige, 25 % moms",revenue,SEK,0
3002,"Försäljning inom Sverige, 12 % moms",revenue,SEK,0
3003,"Försäljning inom Sverige, 6 % moms",revenue,SEK,0
3004,"Försäljning inom Sverige, momsfri",revenue,SEK,0
3100,Försäljning av varor utanför Sverige,revenue,SEK,0
3105,Försäljning varor till land utanför EU,revenue,SEK,0
3106,"Försäljning varor till annat EU-land, momspliktig",revenue,SEK,0
3108,"Försäljning varor till annat EU-land, momsfri",revenue,SEK,0
3200,Försäljning VMB och omvänd moms,revenue,SEK,0
3211,Försäljning positiv VMB 25 %,revenue,SEK,0
3212,Försäljning negativ VMB 25 %,revenue,SEK,0
3231,"Försäljning inom byggsektorn, omvänd betalningsskyldighet moms",revenue,SEK,0
3300,Försäljning av tjänster utanför Sverige,revenue,SEK,0
3305,Försäljning tjänster till land utanför EU,revenue,SEK,0
3308,Försäljning tjänster till annat EU-land,revenue,SEK,0
3400,"Försäljning, egna uttag",revenue,SEK,0
3401,"Egna uttag momspliktiga, 25 %",revenue,SEK,0
3402,"Egna uttag momspliktiga, 12 %",revenue,SEK,0
3403,"Egna uttag momspliktiga, 6 %",revenue,SEK,0
3404,"Egna uttag, momsfria",revenue,SEK,0
3500,Fakturerade kostnader (gruppkonto),revenue,SEK,0
3510,Fakturerat emballage,revenue,SEK,0
3511,Fakturerat emballage,revenue,SEK,0
3518,Returnerat emballage,revenue,SEK,0
3520,Fakturerade frakter,revenue,SEK,0
3521,"Fakturerade frakter, EU-land",revenue,SEK,0
3522,"Fakturerade frakter, export",revenue,SEK,0
3530,Fakturerade tull- och speditionskostnader m.m.,revenue,SEK,0
3540,Faktureringsavgifter,revenue,SEK,0
3541,"Faktureringsavgifter, EU-land",revenue,SEK,0
3542,"Faktureringsavgifter, export",revenue,SEK,0
3550,Fakturerade resekostnader,revenue,SEK,0
3560,Fakturerade kostnader till koncernföretag,revenue,SEK,0
3561,Fakturerade kostnader till moderföretag,revenue,SEK,0
3562,Fakturerade kostnader till dotterföretag,revenue,SEK,0
3563,Fakturerade kostnader till andra koncernföretag,revenue,SEK,0
3570,"Fakturerade kostnader till intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i",revenue,SEK,0
3590,Övriga fakturerade kostnader,revenue,SEK,0
3600,Rörelsens sidointäkter (gruppkonto),revenue,SEK,0
3610,Försäljning av material,revenue,SEK,0
3611,Försäljning av råmaterial,revenue,SEK,0
3612,Försäljning av skrot,revenue,SEK,0
3613,Försäljning av förbrukningsmaterial,revenue,SEK,0
3619,Försäljning av övrigt material,revenue,SEK,0
3620,Tillfällig uthyrning av personal,revenue,SEK,0
3630,Tillfällig uthyrning av transportmedel,revenue,SEK,0
3670,Intäkter från värdepapper,revenue,SEK,0
3671,Försäljning av värdepapper,revenue,SEK,0
3672,Utdelning från värdepapper,revenue,SEK,0
3679,Övriga intäkter från värdepapper,revenue,SEK,0
3680,Management fees,revenue,SEK,0
3690,Övriga sidointäkter,revenue,SEK,0
3700,Intäktskorrigeringar (gruppkonto),revenue,SEK,0
3710,Ofördelade intäktsreduktioner,revenue,SEK,0
3730,Lämnade rabatter,revenue,SEK,0
3731,Lämnade kassarabatter,revenue,SEK,0
3732,Lämnade mängdrabatter,revenue,SEK,0
3740,Öres- och kronutjämning,revenue,SEK,0
3750,Punktskatter,revenue,SEK,0
3751,Intäktsförda punktskatter (kreditkonto),revenue,SEK,0
3752,Skuldförda punktskatter (debetkonto),revenue,SEK,0
3790,Övriga intäktskorrigeringar,revenue,SEK,0
3800,Aktiverat arbete för egen räkning (gruppkonto),revenue,SEK,0
3840,Aktiverat arbete (material),revenue,SEK,0
3850,Aktiverat arbete (omkostnader),revenue,SEK,0
3870,Aktiverat arbete (personal),revenue,SEK,0
3900,Övriga rörelseintäkter (gruppkonto),revenue,SEK,0
3910,Hyres- och arrendeintäkter,revenue,SEK,0
3911,Hyresintäkter,revenue,SEK,0
3912,Arrendeintäkter,revenue,SEK,0
3913,Frivilligt momspliktiga hyresintäkter,revenue,SEK,0
3914,Övriga momspliktiga hyresintäkter,revenue,SEK,0
3920,"Provisionsintäkter, licensintäkter och royalties",revenue,SEK,0
3921,Provisionsintäkter,revenue,SEK,0
3922,Licensintäkter och royalties,revenue,SEK,0
3925,Franchiseintäkter,revenue,SEK,0
3940,Orealiserade negativa/positiva värdeförändringar på säkringsinstrument,revenue,SEK,0
3950,"Återvunna, tidigare avskrivna kundfordringar",revenue,SEK,0
3960,Valutakursvinster på fordringar och skulder av rörelsekaraktär,revenue,SEK,0
3970,Vinst vid avyttring av immateriella och materiella anläggningstillgångar,revenue,SEK,0
3971,Vinst vid avyttring av immateriella anläggningstillgångar,revenue,SEK,0
3972,Vinst vid avyttring av byggnader och mark,revenue,SEK,0
3973,Vinst vid avyttring av maskiner och inventarier,revenue,SEK,0
3980,Erhållna offentliga bidrag,revenue,SEK,0
3981,Erhållna EU-bidrag,revenue,SEK,0
3985,Erhållna statliga bidrag,revenue,SEK,0
3987,Erhållna kommunala bidrag,revenue,SEK,0
3988,Erhållna offentliga bidrag för personal,revenue,SEK,0
3989,Övriga erhållna offentliga bidrag,revenue,SEK,0
3990,"Övriga ersättningar, bidrag och intäkter",revenue,SEK,0
3991,Konfliktersättning,revenue,SEK,0
3992,Erhållna skadestånd,revenue,SEK,0
3993,Erhållna donationer och gåvor,revenue,SEK,0
3994,Försäkringsersättningar,revenue,SEK,0
3995,Erhållet ackord på skulder av rörelsekaraktär,revenue,SEK,0
3996,Erhållna reklambidrag,revenue,SEK,0
3997,Sjuklöneersättning,revenue,SEK,0
3998,Återbäring av överskott från försäkringsföretag,revenue,SEK,0
3999,Övriga rörelseintäkter,revenue,SEK,0
4000,Inköp av handelsvaror (gruppkonto),expense,SEK,0
4010,Inköp av handelsvaror i Sverige,expense,SEK,0
4060,"Inköp av handelsvaror i Sverige, omvänd betalningsskyldighet",expense,SEK,0
4065,"Inköp av handelsvaror i Sverige, omvänd betalningsskyldighet, 25 % moms",expense,SEK,0
4066,"Inköp av handelsvaror i Sverige, omvänd betalningsskyldighet, 12 % moms",expense,SEK,0
4067,"Inköp av handelsvaror i Sverige, omvänd betalningsskyldighet, 6 % moms",expense,SEK,0
4070,Inköp av handelsvaror från annat EU-land,expense,SEK,0
4075,"Inköp av handelsvaror från annat EU-land, 25 % moms",expense,SEK,0
4076,"Inköp av handelsvaror från annat EU-land, 12 % moms",expense,SEK,0
4077,"Inköp av handelsvaror från annat EU-land, 6 % moms",expense,SEK,0
4078,"Inköp av handelsvaror från annat EU-land, momsfri",expense,SEK,0
4080,Import av handelsvaror,expense,SEK,0
4085,"Import av handelsvaror, 25 % moms",expense,SEK,0
4086,"Import av handelsvaror, 12 % moms",expense,SEK,0
4087,"Import av handelsvaror, 6 % moms",expense,SEK,0
4090,Erhållna rabatter (Handelsvaror),expense,SEK,0
4091,Erhållna kassarabatter (Handelsvaror),expense,SEK,0
4092,Erhållna mängdrabatter (inkl. bonus) (Handelsvaror),expense,SEK,0
4099,Övriga reduktioner av inköpspriser (Handelsvaror),expense,SEK,0
4200,Sålda handelsvaror VMB (gruppkonto),expense,SEK,0
4210,Sålda handelsvaror VMB,expense,SEK,0
4211,Sålda handelsvaror positiv VMB 25 %,expense,SEK,0
4212,Sålda handelsvaror negativ VMB 25 %,expense,SEK,0
4300,Inköp av råvaror och material i Sverige (gruppkonto),expense,SEK,0
4310,Inköp av råvaror och material i Sverige,expense,SEK,0
4400,"Inköp av råvaror och material, tjänster m.m. i Sverige, omvänd betalningsskyldighet (gruppkonto)",expense,SEK,0
4410,"Inköp av råvaror och material i Sverige, omvänd betalningsskyldighet",expense,SEK,0
4415,"Inköp av råvaror och material i Sverige, omvänd betalningsskyldighet, 25 % moms",expense,SEK,0
4416,"Inköp av råvaror och material i Sverige, omvänd betalningsskyldighet, 12 % moms",expense,SEK,0
4417,"Inköp av råvaror och material i Sverige, omvänd betalningsskyldighet, 6 % moms",expense,SEK,0
4420,"Inköp av tjänster i Sverige, omvänd betalningsskyldighet",expense,SEK,0
4425,"Inköp av tjänster i Sverige, omvänd betalningsskyldighet, 25 % moms",expense,SEK,0
4426,"Inköp av tjänster i Sverige, omvänd betalningsskyldighet, 12 % moms",expense,SEK,0
4427,"Inköp av tjänster i Sverige, omvänd betalningsskyldighet, 6 % moms",expense,SEK,0
4500,"Inköp av råvaror och material, tjänster m.m. från utlandet (gruppkonto)",expense,SEK,0
4510,Inköp av råvaror och material från annat EU-land,expense,SEK,0
4515,"Inköp av råvaror och material från annat EU-land, 25 %",expense,SEK,0
4516,"Inköp av råvaror och material från annat EU-land, 12 %",expense,SEK,0
4517,"Inköp av råvaror och material från annat EU-land, 6 %",expense,SEK,0
4518,"Inköp av råvaror och material från annat EU-land, momsfri",expense,SEK,0
4530,Inköp av tjänster m.m. från utlandet,expense,SEK,0
4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",expense,SEK,0
4532,"Inköp av tjänster från ett land utanför EU, 12 % moms",expense,SEK,0
4533,"Inköp av tjänster från ett land utanför EU, 6 % moms",expense,SEK,0
4535,"Inköp av tjänster från annat EU-land, 25 %",expense,SEK,0
4536,"Inköp av tjänster från annat EU-land, 12 %",expense,SEK,0
4537,"Inköp av tjänster från annat EU-land, 6 %",expense,SEK,0
4538,"Inköp av tjänster från annat EU-land, momsfri",expense,SEK,0
4540,Import av råvaror och material,expense,SEK,0
4545,"Import av råvaror och material, 25 % moms",expense,SEK,0
4546,"Import av råvaror och material, 12 % moms",expense,SEK,0
4547,"Import av råvaror och material, 6 % moms",expense,SEK,0
4599,"Justering, omvänd moms",expense,SEK,0
4600,"Inköp av tjänster, underentreprenader och legoarbeten i Sverige (gruppkonto)",expense,SEK,0
4610,Inköp av tjänster och underentreprenader,expense,SEK,0
4670,Inköp av legoarbeten,expense,SEK,0
4700,Reduktion av inköpspriser (gruppkonto),expense,SEK,0
4730,Erhållna rabatter (Råvaror och förnödenheter),expense,SEK,0
4731,Erhållna kassarabatter (Råvaror och förnödenheter),expense,SEK,0
4732,Erhållna mängdrabatter (inkl. bonus) (Råvaror och förnödenheter),expense,SEK,0
4733,Erhållet aktivitetsstöd,expense,SEK,0
4739,Övriga reduktioner av inköpspriser (Råvaror och förnödenheter),expense,SEK,0
4790,Övriga reduktioner av inköpspriser,expense,SEK,0
4800,Andra produktionskostnader (gruppkonto),expense,SEK,0
4810,Kostnader för energi (Råvaror och förnödenheter),expense,SEK,0
4820,Kostnader för drivmedel (Råvaror och förnödenheter),expense,SEK,0
4830,Kostnader för resor (Råvaror och förnödenheter),expense,SEK,0
4840,Kostnader för hyra av utrustning (Råvaror och förnödenheter),expense,SEK,0
4890,Övriga produktionskostnader (Råvaror och förnödenheter),expense,SEK,0
4900,Förändring av lager (gruppkonto),expense,SEK,0
4910,Förändring av lager av råvaror,expense,SEK,0
4920,Förändring av lager av tillsatsmaterial och förnödenheter,expense,SEK,0
4940,Förändring av produkter i arbete,expense,SEK,0
4944,"Förändring av produkter i arbete, material och utlägg",expense,SEK,0
4945,"Förändring av produkter i arbete, omkostnader",expense,SEK,0
4947,"Förändring av produkter i arbete, personalkostnader",expense,SEK,0
4950,Förändring av lager av färdiga varor,expense,SEK,0
4960,Förändring av lager av handelsvaror,expense,SEK,0
4970,"Förändring av pågående arbeten, nedlagda kostnader",expense,SEK,0
4974,"Förändring av pågående arbeten, material och utlägg",expense,SEK,0
4975,"Förändring av pågående arbeten, omkostnader",expense,SEK,0
4977,"Förändring av pågående arbeten, personalkostnader",expense,SEK,0
4980,Förändring av lager av värdepapper (Handelsvaror),expense,SEK,0
4981,Sålda värdepappers anskaffningsvärde (Handelsvaror),expense,SEK,0
4987,Nedskrivning av värdepapper (Handelsvaror),expense,SEK,0
4988,Återföring av nedskrivning av värdepapper (Handelsvaror),expense,SEK,0
5000,Lokalkostnader (gruppkonto),expense,SEK,0
5010,Lokalhyra,expense,SEK,0
5011,Hyra för kontorslokaler,expense,SEK,0
5012,Hyra för garage,expense,SEK,0
5013,Hyra för lagerlokaler,expense,SEK,0
5019,Övriga kostnader för lokalhyra,expense,SEK,0
5020,El,expense,SEK,0
5030,Värme,expense,SEK,0
5040,Vatten och avlopp,expense,SEK,0
5050,Lokaltillbehör,expense,SEK,0
5060,Städning och renhållning,expense,SEK,0
5061,Städning,expense,SEK,0
5062,Sophämtning,expense,SEK,0
5063,Hyra för sopcontainer,expense,SEK,0
5064,Snöröjning,expense,SEK,0
5065,Trädgårdsskötsel,expense,SEK,0
5069,Övriga kostnader för städning och underhåll,expense,SEK,0
5070,Reparation och underhåll av lokaler,expense,SEK,0
5090,Övriga lokalkostnader,expense,SEK,0
5098,"Övriga lokalkostnader, avdragsgilla",expense,SEK,0
5099,"Övriga lokalkostnader, ej avdragsgilla",expense,SEK,0
5100,Fastighetskostnader (gruppkonto),expense,SEK,0
5110,Tomträttsavgäld/arrende,expense,SEK,0
5120,El,expense,SEK,0
5130,Värme,expense,SEK,0
5131,Uppvärmning,expense,SEK,0
5132,Sotning,expense,SEK,0
5139,Övriga kostnader för värme,expense,SEK,0
5140,Vatten och avlopp,expense,SEK,0
5160,Städning och renhållning,expense,SEK,0
5161,Städning,expense,SEK,0
5162,Sophämtning,expense,SEK,0
5163,Hyra för sopcontainer,expense,SEK,0
5164,Snöröjning,expense,SEK,0
5165,Trädgårdsskötsel,expense,SEK,0
5169,Övriga kostnader för städning och renhållning,expense,SEK,0
5170,Reparation och underhåll av fastighet,expense,SEK,0
5190,Övriga fastighetskostnader,expense,SEK,0
5191,Fastighetsskatt/fastighetsavgift,expense,SEK,0
5192,Fastighetsförsäkringspremier,expense,SEK,0
5193,Fastighetsskötsel och förvaltning,expense,SEK,0
5198,Övriga fastighetskostnader,expense,SEK,0
5199,"Övriga fastighetskostnader, ej avdragsgilla",expense,SEK,0
5200,Hyra av anläggningstillgångar (gruppkonto),expense,SEK,0
5210,"Hyra av maskiner och andra tekniska anläggningar, ej datorer och fordon",expense,SEK,0
5211,Korttidshyra av maskiner och andra tekniska anläggningar,expense,SEK,0
5212,Leasing av maskiner och andra tekniska anläggningar,expense,SEK,0
5220,"Hyra av inventarier och verktyg, ej datorer och fordon",expense,SEK,0
5221,Korttidshyra av inventarier och verktyg,expense,SEK,0
5222,Leasing av inventarier och verktyg,expense,SEK,0
5250,Hyra av datorer,expense,SEK,0
5251,Korttidshyra av datorer,expense,SEK,0
5252,Leasing av datorer,expense,SEK,0
5290,"Hyra av övriga anläggningstillgångar, ej datorer och fordon",expense,SEK,0
5300,Energikostnader för drift (gruppkonto) (ej råvaror och förnödenheter),expense,SEK,0
5310,El för drift (ej råvaror och förnödenheter),expense,SEK,0
5320,Gas för drift (ej råvaror och förnödenheter),expense,SEK,0
5330,Eldningsolja för drift (ej råvaror och förnödenheter),expense,SEK,0
5340,Stenkol och koks för drift (ej råvaror och förnödenheter),expense,SEK,0
5350,"Torv, träkol, ved, m.m. för drift (ej råvaror och förnödenheter)",expense,SEK,0
5360,"Bensin, fotogen och motorbrännolja för drift (ej råvaror och förnödenheter)",expense,SEK,0
5370,"Fjärrvärme, kyla och ånga för drift (ej råvaror och förnödenheter)",expense,SEK,0
5380,Vatten för drift (ej råvaror och förnödenheter),expense,SEK,0
5390,Övriga energikostnader för drift (ej råvaror och förnödenheter),expense,SEK,0
5400,Förbrukningsinventarier och förbrukningsmaterial (gruppkonto),expense,SEK,0
5410,Förbrukningsinventarier,expense,SEK,0
5411,Förbrukningsinv med en livslängd på mer än ett år,expense,SEK,0
5412,Förbrukningsinv med en livslängd om högst ett år,expense,SEK,0
5420,Programvaror,expense,SEK,0
5430,Transportinventarier,expense,SEK,0
5440,Förbrukningsemballage,expense,SEK,0
5460,Förbrukningsmaterial,expense,SEK,0
5480,Arbetskläder och skyddsmaterial,expense,SEK,0
5490,Övriga förbrukningsinventarier och förbrukningsmaterial,expense,SEK,0
5491,Övriga förbrukningsinventarier med en livslängd på mer än ett år,expense,SEK,0
5492,Övriga förbrukningsinventarier med en livslängd på ett år eller mindre,expense,SEK,0
5493,Övrigt förbrukningsmaterial,expense,SEK,0
5500,Reparation och underhåll (gruppkonto),expense,SEK,0
5510,Reparation och underhåll av maskiner och andra tekniska anläggningar,expense,SEK,0
5520,"Reparation och underhåll av inventarier, verktyg och datorer m.m.",expense,SEK,0
5530,Reparation och underhåll byggnads- och markinventarier,expense,SEK,0
5550,Reparation och underhåll av förbrukningsinventarier,expense,SEK,0
5580,Underhåll och tvätt av arbetskläder,expense,SEK,0
5590,Övriga kostnader för reparation och underhåll,expense,SEK,0
5600,Kostnader för transportmedel (gruppkonto),expense,SEK,0
5610,"Personbils- och mc-kostnader, m.m.",expense,SEK,0
5611,"Drivmedel för personbilar, mc, m.m.",expense,SEK,0
5612,"Försäkring och skatt för personbilar, mc, m.m.",expense,SEK,0
5613,"Reparation och underhåll av personbilar, mc, m.m.",expense,SEK,0
5615,"Leasing av personbilar, mc, m.m.",expense,SEK,0
5616,Trängselskatt personbilar,expense,SEK,0
5619,"Övriga kostnader för personbilar och mc, m.m.",expense,SEK,0
5620,"Lastbils- och busskostnader, m.m.",expense,SEK,0
5621,Drivmedel lastbilar och bussar,expense,SEK,0
5622,Försäkring och skatt lastbilar och bussar,expense,SEK,0
5623,Reparation och underhåll lastbilar och bussar,expense,SEK,0
5625,Leasing lastbilar och bussar,expense,SEK,0
5626,Trängselskatt lastbilar och bussar,expense,SEK,0
5629,Övriga lastbils- och busskostnader,expense,SEK,0
5630,Truckkostnader,expense,SEK,0
5631,Drivmedel truckar,expense,SEK,0
5632,Försäkring och skatt truckar,expense,SEK,0
5633,Reparation och underhåll truckar,expense,SEK,0
5635,Leasing truckar,expense,SEK,0
5639,Övriga kostnader för truckar,expense,SEK,0
5640,Kostnader för arbetsmaskiner,expense,SEK,0
5641,Drivmedel arbetsmaskiner,expense,SEK,0
5642,Försäkring och skatt arbetsmaskiner,expense,SEK,0
5643,Reparation och underhåll arbetsmaskiner,expense,SEK,0
5645,Leasing arbetsmaskiner,expense,SEK,0
5646,Trängselskatt arbetsmaskiner,expense,SEK,0
5649,Övriga kostnader för arbetsmaskiner,expense,SEK,0
5650,Traktorkostnader,expense,SEK,0
5651,Drivmedel traktorer,expense,SEK,0
5652,Försäkring och skatt traktorer,expense,SEK,0
5653,Reparation och underhåll traktorer,expense,SEK,0
5655,Leasing traktorer,expense,SEK,0
5656,Trängselskatt traktorer,expense,SEK,0
5659,Övriga kostnader för traktorer,expense,SEK,0
5660,"Motorcykel-, moped- och skoterkostnader",expense,SEK,0
5670,Kostnader för fartyg och luftfartyg,expense,SEK,0
5671,Drivmedel fartyg och luftfartyg,expense,SEK,0
5672,Försäkring och skatt fartyg och luftfartyg,expense,SEK,0
5673,Reparation och underhåll fartyg och luftfartyg,expense,SEK,0
5675,Leasing fartyg och luftfartyg,expense,SEK,0
5679,Övriga kostnader för fartyg och luftfartyg,expense,SEK,0
5680,Kostnader för rälsfordon,expense,SEK,0
5681,Drivmedel rälsfordon,expense,SEK,0
5682,Försäkring och skatt rälsfordon,expense,SEK,0
5683,Reparation och underhåll rälsfordon,expense,SEK,0
5685,Leasing rälsfordon,expense,SEK,0
5689,Övriga kostnader för rälsfordon,expense,SEK,0
5690,Kostnader för övriga transportmedel,expense,SEK,0
5691,Drivmedel övriga transportmedel,expense,SEK,0
5692,Försäkring och skatt övriga transportmedel,expense,SEK,0
5693,Reparation och underhåll övriga transportmedel,expense,SEK,0
5695,Leasing övriga transportmedel,expense,SEK,0
5696,Trängselskatt övriga transportmedel,expense,SEK,0
5699,Övriga kostnader för övriga transportmedel,expense,SEK,0
5700,Frakter och transporter (gruppkonto),expense,SEK,0
5710,Frakter och försäkringar vid varudistribution,expense,SEK,0
5711,Fraktkostnader,expense,SEK,0
5712,Försäkringar vid frakter,expense,SEK,0
5720,Tull- och speditionskostnader m.m.,expense,SEK,0
5721,Tullkostnader,expense,SEK,0
5722,Speditionskostnader,expense,SEK,0
5729,Övriga tull- och speditionskostnader m.m.,expense,SEK,0
5730,Arbetstransporter,expense,SEK,0
5790,Övriga kostnader för frakter och transporter,expense,SEK,0
5800,Resekostnader (gruppkonto),expense,SEK,0
5810,Biljetter,expense,SEK,0
5820,Hyrbilskostnader,expense,SEK,0
5830,Kost och logi,expense,SEK,0
5831,Kost och logi i Sverige,expense,SEK,0
5832,Kost och logi i utlandet,expense,SEK,0
5890,Övriga resekostnader,expense,SEK,0
5900,Reklam och PR (gruppkonto),expense,SEK,0
5910,Annonsering,expense,SEK,0
5920,Utomhus- och trafikreklam,expense,SEK,0
5930,Reklamtrycksaker och direktreklam,expense,SEK,0
5940,Utställningar och mässor,expense,SEK,0
5950,Butiksreklam och återförsäljarreklam,expense,SEK,0
5960,"Varuprover, reklamgåvor, presentreklam och tävlingar",expense,SEK,0
5970,"Film-, radio-, TV- och Internetreklam",expense,SEK,0
5980,Sponsring,expense,SEK,0
5981,Avdragsgill sponsring,expense,SEK,0
5982,Ej avdragsgill sponsring,expense,SEK,0
5990,Övriga kostnader för reklam och PR,expense,SEK,0
6000,Övriga försäljningskostnader (gruppkonto),expense,SEK,0
6010,"Kataloger, prislistor m.m.",expense,SEK,0
6020,Egna facktidskrifter,expense,SEK,0
6030,Speciella orderkostnader,expense,SEK,0
6040,Kontokortsavgifter,expense,SEK,0
6050,Försäljningsprovisioner,expense,SEK,0
6055,Franchisekostnader,expense,SEK,0
6059,Övriga försäljningsprovisionskostnader,expense,SEK,0
6060,Kreditförsäljningskostnader,expense,SEK,0
6061,Kreditupplysning,expense,SEK,0
6062,Inkasso och KFM-avgifter,expense,SEK,0
6063,Kreditförsäkringspremier,expense,SEK,0
6064,Factoringavgifter,expense,SEK,0
6069,Övriga kreditförsäljningskostnader,expense,SEK,0
6070,Representation,expense,SEK,0
6071,"Representation, avdragsgill",expense,SEK,0
6072,"Representation, ej avdragsgill",expense,SEK,0
6080,Bankgarantier,expense,SEK,0
6090,Övriga försäljningskostnader,expense,SEK,0
6100,Kontorsmateriel och trycksaker (gruppkonto),expense,SEK,0
6110,Kontorsmateriel,expense,SEK,0
6150,Trycksaker,expense,SEK,0
6200,"Tele, data och post (gruppkonto)",expense,SEK,0
6210,Telekommunikation,expense,SEK,0
6211,Fast telefoni,expense,SEK,0
6212,Mobiltelefon,expense,SEK,0
6213,Mobilsökning,expense,SEK,0
6214,Fax,expense,SEK,0
6215,Telex,expense,SEK,0
6219,Övriga kostnader för telekommunikation,expense,SEK,0
6230,Datakommunikation,expense,SEK,0
6250,Porto,expense,SEK,0
6290,"Övriga tele-, data- och postkostnader",expense,SEK,0
6300,Företagsförsäkringar och övriga riskkostnader (gruppkonto),expense,SEK,0
6310,Företagsförsäkringar,expense,SEK,0
6320,Självrisker vid skada,expense,SEK,0
6330,Förluster i pågående arbeten,expense,SEK,0
6340,Lämnade skadestånd,expense,SEK,0
6341,"Lämnade skadestånd, avdragsgilla",expense,SEK,0
6342,"Lämnade skadestånd, ej avdragsgilla",expense,SEK,0
6350,Förluster på kundfordringar,expense,SEK,0
6351,Konstaterade förluster på kundfordringar,expense,SEK,0
6352,Befarade förluster på kundfordringar,expense,SEK,0
6360,Garantikostnader,expense,SEK,0
6361,Förändring av garantiavsättning,expense,SEK,0
6362,Faktiska garantikostnader,expense,SEK,0
6370,Kostnader för bevakning och larm,expense,SEK,0
6380,Förluster på övriga kortfristiga fordringar,expense,SEK,0
6390,Övriga riskkostnader,expense,SEK,0
6391,"Övriga riskkostnader, avdragsgilla",expense,SEK,0
6392,"Övriga riskkostnader, ej avdragsgilla",expense,SEK,0
6400,Förvaltningskostnader (gruppkonto),expense,SEK,0
6410,Styrelsearvoden som inte är lön,expense,SEK,0
6420,Ersättningar till revisor,expense,SEK,0
6421,Revision,expense,SEK,0
6422,Revisonsverksamhet utöver revision,expense,SEK,0
6423,Skatterådgivning - revisor,expense,SEK,0
6424,Övriga tjänster - revisor,expense,SEK,0
6430,Management fees,expense,SEK,0
6440,Årsredovisning och delårsrapporter,expense,SEK,0
6450,Bolagsstämma/års- eller föreningsstämma,expense,SEK,0
6490,Övriga förvaltningskostnader,expense,SEK,0
6500,Övriga externa tjänster (gruppkonto),expense,SEK,0
6510,Mätningskostnader,expense,SEK,0
6520,Ritnings- och kopieringskostnader,expense,SEK,0
6530,Redovisningstjänster,expense,SEK,0
6540,IT-tjänster,expense,SEK,0
6550,Konsultarvoden,expense,SEK,0
6551,Arkitekttjänster,expense,SEK,0
6552,Teknisk provning och analys,expense,SEK,0
6553,Tekniska konsulttjänster,expense,SEK,0
6554,Finansiell- och övrig ekonomisk rådgivning,expense,SEK,0
6555,Skatterådgivning inkl. insolvens- och konkursförv.,expense,SEK,0
6556,Köpta tjänster avseende forskning och utveckling,expense,SEK,0
6559,Övriga konsultarvoden,expense,SEK,0
6560,Serviceavgifter till branschorganisationer,expense,SEK,0
